INFO:root:evaluating RGB images using GMM
INFO:root:ImsAndTruths238011.mat score: 0.34139219442 clust: 3
INFO:root:ImsAndTruths238011.mat score: 0.415034851977 clust: 2
INFO:root:ImsAndTruths238011.mat score: 0.343445126215 clust: 4
INFO:root:ImsAndTruths361084.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths361084.mat score: 0.783390354551 clust: 2
INFO:root:ImsAndTruths361084.mat score: 0.828106698539 clust: 3
INFO:root:ImsAndTruths361084.mat score: 0.803423174161 clust: 4
INFO:root:ImsAndTruths309004.mat clusters: (2, 4, 3)
INFO:root:ImsAndTruths309004.mat score: 0.631124863283 clust: 2
INFO:root:ImsAndTruths309004.mat score: 0.853345862034 clust: 4
INFO:root:ImsAndTruths309004.mat score: 0.641566666305 clust: 3
INFO:root:ImsAndTruths26031.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths26031.mat score: 0.637564349255 clust: 2
INFO:root:ImsAndTruths26031.mat score: 0.734613093121 clust: 3
INFO:root:ImsAndTruths26031.mat score: 0.868613802494 clust: 4
INFO:root:ImsAndTruths376020.mat clusters: (2, 4, 3)
INFO:root:ImsAndTruths376020.mat score: 0.783784669775 clust: 2
INFO:root:ImsAndTruths376020.mat score: 0.860247864257 clust: 4
INFO:root:ImsAndTruths376020.mat score: 0.78263837057 clust: 3
INFO:root:ImsAndTruths94079.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths94079.mat score: 0.485586642687 clust: 2
INFO:root:ImsAndTruths94079.mat score: 0.539746477009 clust: 3
INFO:root:ImsAndTruths94079.mat score: 0.60613951711 clust: 4
INFO:root:ImsAndTruths302003.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths302003.mat score: 0.80178887298 clust: 2
INFO:root:ImsAndTruths302003.mat score: 0.80029262012 clust: 3
INFO:root:ImsAndTruths302003.mat score: 0.809495537705 clust: 4
INFO:root:ImsAndTruths134052.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths134052.mat score: 0.634044586604 clust: 2
INFO:root:ImsAndTruths134052.mat score: 0.761254070268 clust: 3
INFO:root:ImsAndTruths134052.mat score: 0.72748199765 clust: 4
INFO:root:ImsAndTruths249061.mat clusters: (3, 4, 5)
INFO:root:ImsAndTruths249061.mat score: 0.682501633526 clust: 3
INFO:root:ImsAndTruths249061.mat score: 0.641369607502 clust: 4
INFO:root:ImsAndTruths249061.mat score: 0.516055366289 clust: 5
INFO:root:ImsAndTruths286092.mat clusters: (2, 6, 7)
INFO:root:ImsAndTruths286092.mat score: 0.776225786291 clust: 2
INFO:root:ImsAndTruths286092.mat score: 0.686624996402 clust: 6
INFO:root:ImsAndTruths286092.mat score: 0.677004747402 clust: 7
INFO:root:ImsAndTruths293029.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths293029.mat score: 0.689117311824 clust: 2
INFO:root:ImsAndTruths293029.mat score: 0.819803279069 clust: 3
